id,id,AgeGroup,Gender,CountryCode,TopGame,Subscription
8501,633,5mvOO2M1,cUkyk,109,DG,-3176;3301
8502,-1006,bn2KXv2ZxG,5n2VSFqyZ,-3485,gnXN;RaXZ,3773;2300
8503,-5869,zxaU,Exw3Ror,8753,GqtEY668HF,-2251;-6904;-9662
8504,9011,5mgHVBgT,bRSJ,-8433,G;S,-6069;-7928
8505,-4431,FGvy,vki8Jcs,-578,U1s6UuFdk;U97p1HXqn,4262
8506,-2968,ej,EVfljmFYw,-3280,0exTKYqSOX;oxl5qnpfHe;yxsRb74FAZ,-3519;1319
8507,-6756,i9AfBTc,z,1389,W84;J1V;47T,-1938;5634;-1792
8508,-3104,KrWgXta,UX6P,-3436,CemXpY;UaaWMN;mdoW3z,6160
8509,-5344,aEr9e2,0BtU1hW,6325,9Rh1TvbI;KhpP3kqQ;wq3QumsC,7338;3769
8510,-7811,eHGObhK9Z,K,-8006,f7p;jy8;YMC,-3775;2314
8511,-4034,vY,HCyL,7141,tdKh;brl8,-5211
8512,2925,fi11Dw4vj,i1NdI5Nr,4497,OfHLwKxPH,-4595
8513,-3869,74LjDm,Pxh6I,-9588,q1gsIYbHQq;nFOz4AWl3o;8IsUIzHKID,8254;-5666;-5199
8514,6757,z,2H,-3218,kn;wR,-5113;-9808
8515,4457,xxX72A,gx5OicC0qs,7021,sGN,-3637;355
8516,4855,h,wPKb9J,-3914,o45;cwM,4039
8517,4567,qy1dscbT,s9JJAEDRJ,8300,v;2;9,2012;-9372;8898
8518,5061,RHZArUb,4L,-5005,8k;ce;ia,4342
8519,9988,9EQ2,MHxj,-7367,rmecOcXC;oGLGHkGn;yPeMMWfK,-7452
8520,-3708,b67j,qk6RFfwrG,-7048,v6kh2;YpvSm;44xNJ,1238
8521,26,eKsUrCk,SZs9,4602,NKKWe1eS;xxUA54IL,-3088;4167;-9653
8522,-5623,CU7G,RZb8U6M,3997,Ny44Pqwe,-1232
8523,5989,kkMLOkcF,aQ,8785,uNmLuGQwTT;6GDaPWEMNK,9191
8524,4880,WuTy6,BdezEBXHEk,-7439,f3a;wGB,-9120
8525,-5315,pfndQ,uJgFQw,-6188,I;3,9354;1619
8526,3628,c4eG,HItcUb,-8054,mNFQqB;ikPeVq;w567uo,6296
8527,-9882,4Fa5c,wU6E,5150,9u;3q;vu,5614;2393;2349
8528,-9924,uwr,jTW6XA1,3330,cYToDkyZ;TMOZVbD8;jZI7WCNh,6738;-9609
8529,-3866,buW,c,-130,U899c8R5Nc;4g9iPhyHQ9,5525;-7211
8530,-4083,wLBbOsx,jHvi,-5155,CIc,2040
8531,7600,QJQA9RZ,LfbjxcQd,7009,FatE;8kMv;fuyh,-4293;8196
8532,-2052,DFlh,c,-7937,CeDECo;tUiR7B,-7917
8533,4936,rSxm0X2ur,sF6aM9X6,4887,JM;cP,9336;7206
8534,655,mm2OlqFSUP,kE,6261,8QUDn9E2B0;uYW8carWTy,-8418;1846
8535,-6145,3RcI,iXnS1fO,-6326,T;p;Y,-1031
8536,-6381,e5SCh,m1okQaUT,-8448,xSjjDwIw;HEBwMSnD;lOEkuoSR,5337;-9395
8537,-3807,IgJkmQJHH,AjUH,3268,whBbeKPd,-2410
8538,-8340,K1PwoFZ9,K5,7662,Z;Z;A,3171;-9839
8539,9480,TQrx4bWRV,noElL63M,-694,0cEFA5J,-1462;-5380
8540,9133,tzD7efL1fa,tRh9oM,-3305,vD0Bak0;AHQ7xsQ;Tric5fw,8243
8541,5584,kjJ,Xoxxe0JWqd,-5166,RghCZ2z,2773;4213;-1871
8542,1077,ZwMT,X0pFUsjdKY,8713,8J53jiujfW;WkYJFRtpqb,-9419;4240;7575
8543,248,w3nZiqTa5,2LX7k,-2585,YONZSs;eL50Ns;t20M93,5080
8544,1235,lvWOPsHSy,XMy,-6317,XUZw4eg;3Rr8sjh,545;9997;-125
8545,-7055,iw,UywewHxQUV,274,1L2DwiRjVB;A4DskSKhbA;gVYBd65hK1,-8862;3476;2560
8546,4507,JiJ8X,8Kt,-9592,1i4t;Xdrd;x8sN,4586;-7934;5810
8547,8790,84Yi,unaJSgQ6lI,5803,MSADRw4,-5406
8548,6655,D,f3,-7224,PuKQ3xtH6r,-1561;-6901;3305
8549,8612,ZDe,zdrWjn,-3124,Bl261;4Gvl6;uS6yn,-8346;-3854;2008
8550,9304,rb,StystsO,-848,Enfsjdxgi,-9090;5787;4589
8551,-9837,z4VSKIViV,USHtpT,8376,NM63U,4622
8552,-6904,iry3,2mWf56,5356,VkD2tS4Y;EWX09BkL,-5877;1423
8553,-7101,z,93,6732,BMYaJcJbLY,-386
8554,5638,wzD,vwGcNS,2911,eeA0YskyEW,5531;6942;8386
8555,-2044,Krpfg,es,-1635,V;3;c,-5507
8556,-7594,bUDr,7A6lAB2,1494,ZHXAYNg,-7211;-9255;-7129
8557,-2710,CNVqwv,R,7880,HOyHS;Dt43E;C4tfL,4986;7616
8558,-5104,QAc,1vk,-9538,8uhXSX;SkmtUz;q0I6JO,-5554;8919;3850
8559,-7095,inS,s,-4984,HdXq4XwO,-4674;-3597;-6188
8560,-4386,E4MlkE,gB7,8573,ba;Ci,-6953
8561,9499,QPaYD,5yb4z2V,3300,YD;sb,2927
8562,3962,kLBv4kR,v0NFT,-2875,rLA,-210;-8911
8563,2293,4J1HwN,bU10O,5937,QqmIy3QL;taJ10ils;8eSiibqn,7255;-3089
8564,4296,BJWtv,9Yp,5827,TSAYgm;KRjwML,5220;2796
8565,4520,Jfru,lZWalUxdl,8749,eB,-2517;7554;4076
8566,-7411,A2sVp,Kz,8818,7TNaY4iiv;74JKyW52M,-2685;-9703
8567,5721,YUQ1l,d,-3026,fOU2OxB,1460;-7042;4574
8568,-987,LOjmNDHkUg,HC6ixKiT,8061,9CSwzsIAd1;tnXd8rkAmG;E8QoIhFU4e,2035;-8037
8569,5979,64xP,XzvVZjMC4,-5253,yDF8;sQ3A,-9558
8570,5349,BTutG7Evj,1NG,3058,kXPQP;wneQY,-4293
8571,-9540,6,62IyW81S,-1828,LIJDnD;arj9Dx,-6478;-9270
8572,6715,5DKCkAbpgh,6EuQKA9,8762,Rpr;f6j,4052;1896
8573,-4350,cs,7n2EQCo,1316,qtUp,2590;5816
8574,-4923,Y4xUJd5U,0IJ6t,2739,J,5976
8575,1524,0OhAtBW,Ve,-4836,5cd0h1,-4949;-7395;-3315
8576,9458,Bf76jlDD,ekIQXzK8UL,7395,WUBl2c1rU,-2059;7629;-8397
8577,2125,X,myG4,-2208,9EOPLdZN3q,-3058;-6398
8578,7829,Bk4U8jM,UogcN6S,-7767,3ylQUJ8h;AV6TjWDw,-3458;-9186;557
8579,5224,la2A,5nupp,-9578,Yv;l6;AM,6845
8580,141,btY1kNwON,YI,7069,neFUX;h9VU4,-7552
8581,6326,1wKq1Y8K,lwS,-826,EQWFZZ,-4257;5060;-4302
8582,-1475,hWTgbZ,2bBeQV16Xh,-5539,4lU9a;XjhpQ,941;8235
8583,8581,sDJ9rLH,ujQjmijwP,1466,2DBaD,-6931;-236;-943
8584,-6271,aTy,qa47n,8702,Juz,7647;8151
8585,-3262,J1gY,ecBY,-8768,nI8IP,6028;-2771
8586,2790,S,euXoOCrG,-2925,5D;fN;67,-7731;-6347
8587,-3110,Oiv,K,4128,Xd4hVVP,-5179;3271
8588,-4942,yX,OMKkKybkq,-885,QeRJ,7470
8589,-9801,H,OpSO,6904,U8v7e8;sK71PF,-8569
8590,-9040,zft,uTq,-9194,Kas;slY,9349;-24
8591,9845,cSSYeue,gFPNR1,-5169,sFJlcZuT,7608;-928;7216
8592,9113,hdKDr49QF,CxjTtsDn,-5924,ivzP9b9H;9fYXXA0X,3835;-9111
8593,-6530,bKA3xlv,qk9gM6,-2400,ycZPsj,-2710
8594,7147,X9G,n,7327,pChvBK,5446
8595,-7401,GjmjS0,KXCODAD,-5689,63qbeR;Zq1JNG,-9376;-8948;-396
8596,362,I25,ZqnJzMOB,3226,9;O,6751;3807;283
8597,1974,5,bXavLP,-7460,5n1,2050;-9125
8598,-1088,f1Ske6RmG,ZrkeDU,2586,p,4238
8599,-4544,aZ3y,Fpi,8305,2;d,1402
8600,2897,3fPzhwIPG,m6pzP4qjJ,3630,F30Xv9Uv;GGLgvILu;W395bO3Q,3804;-9721
8601,6969,oNH,5tZ,5310,6bs;iav;uRA,-6995;-9225;-8798
8602,-3674,w,DjPd7Kfu46,-1067,yoONrvbVL5,6775;-757;3702
8603,-5047,1,1,-2303,Yv5VYkf;MJyzTOT,4806
8604,-1650,jq,Y4aUlh7v0,8286,mAd;fqS,7042;2914;6771
8605,2772,mG5IgemjK,7k7p0Urf,-4931,KKHbxyqCv;urUhdmRQ3,-470;-7437;4028
8606,-1165,kwv6xL7tA,6KU,6307,iddxLxgzz;giY9tIH6L,-1457;-627;9877
8607,7344,2s9vJ,lW8apzz,3409,ve3Vgr;59qggh;asIOft,-9774
8608,-6268,lejWpHK,Jl5J063x,8007,rj3I7WNR;yI9ZkheX,-4296;-8110
8609,8104,4FH51QUkx,8VX,-9493,sQHNH5v;VGUOlKX,-4723;8934;9960
8610,-7480,4LTUfffRva,zr,1355,N2xsqZqy;b6zocBZh;IPUse96W,-5123
8611,-2613,PmS,FJq,-5947,jIYk6xjY;9yc5sav7;EhTYGARL,-9031;-2325
8612,-6745,AHvS7s,C0c3,2051,djo4y,-1895
8613,-6543,YwwX,4oOPHpwphT,7587,J6q,3583
8614,1563,TRg7qLKJT,nw0zd,-8838,lo60z4vFo,5466;8352
8615,1564,etn20e,jr94mrWj,247,POlrFkDVO;EIiWa2imG;mtmGCN18T,1088
8616,5457,OQLSmGMw,qVtqoRcK,-5534,OmRrq9EWxL;2N3DLntfe5;judEe9tn39,9317;3730;9969
8617,-7439,wEjCi3R6W,CDUNw1f,-4525,sBQxsXPq;AeqPTjD9;IUXYRPWI,-1677
8618,-2309,YIAa2x,IVY3G,4077,VljgN7qYm0;WeXQ721WEG;8JgwPweJ9A,7217
8619,63,pd8rNF,SnP4qw8n,-9433,pvCsJ0rKD;NPuzbAGeL,-4268;-6347
8620,4613,c51QC,di6uXb2i,-4544,Usu,3402;-5920;2974
8621,-1749,rbQSWXl,T3x7Ec,-3931,n;8,-7688
8622,1653,rF,SPJOmc5Rr1,5447,h5I2F5Ao;51m1uSPM;9PUWGWsV,-1425
8623,-7536,NZbvtT,Jpdx,-8945,zZ4RZZ;8PQvQG,-4327;-6046
8624,7068,D2R,X,4428,FjDGoE6;QJe6WxZ,847
8625,9598,IIocFi,QqKNPa7VDc,-5120,yGhgj5;OPrpbS,989;-9393
8626,-3674,zdoDjx,t8,3980,pbIL57qM;KUsmnMXw,2758;-671
8627,-4800,hNUPVfQN,VP,376,If5B2R56,-3887;-3840
8628,-6090,b,BxQtPPWo,-8117,Fal;q0Y,5180
8629,4171,UBQIlegUl,U,-8350,Df0ohXZEH,-1945;9492;-6171
8630,-4988,1,MzYmEsaud,-3379,FNBP;6Pmu,1422
8631,1100,lBTwx5MZX,0MHg61dA0Q,274,viv1;crLP;2uk0,-8190;1281
8632,6598,8,C,-6481,XyXN;pm1J;zPEJ,-2280;-3378
8633,-8937,xtkzCEqp,F1D51hf2,135,mAaPb30qm;sZtGVsWVT,9200;2395;6246
8634,-8436,lWL,R,-5893,X;N;C,-6368;-5773;-3538
8635,-1715,AwTTJUPnY,nz7DIGSVw,-5325,FpGWHN,-9981
8636,-4727,jKxqooNc,x,9370,x;A;r,-5135;7447
8637,-4520,kq,4,7638,NZAu,2326
8638,4434,WA84,B,7477,f29hJjt9;LAqE7zIE;kWuuOe9J,7456
8639,3064,61x8ovHx7,fb5nkAw5Xz,-8774,JqKelm;EZBXX4,-9030;-6614
8640,-7295,R3wf8,6JT,885,P,-2959
8641,4706,6f0PsSx7WG,eoV,5627,Lkj9kYbFz,3232;-3826;4329
8642,4010,YBWb,iU3dl6EF,-4110,DvzQP2Wy;kvBzI3iM,9910
8643,-7742,YorwIVbE8o,5mHo,-1639,jfU6;5Vfn,-3167
8644,7489,anF,Qys33hBKzc,3467,x1W8oO9r,702;5834;-7293
8645,-7470,H0lHJz,BMjdJnK,-448,9f;IH;b5,-2562;2864;-3616
8646,-6305,zv,H5vdy6c,-1525,Wi;h5;zu,-8611;-3117
8647,-9744,cguep,KdcrFyH7iP,-5320,dBovT4L7,6780;-5699
8648,5419,Hz,lV,2548,Vc4OEQK,3695;-6277
8649,-969,vrhlFq,7eJHnS8H,-3779,cn;2Q,7073
8650,7042,V2pmIcZ,8kV,-1638,pI69wHcew;SyoKIcGFh,-7137;-1306;6525
8651,-8052,ZtL8,jSX,9258,3,5380;1416;-7282
8652,1270,Z,4Qx,-1755,xWa;GbM,3037;4734;1667
8653,-8591,r96w,jQawgr,-7649,GxNEBr7L6N;A941iYpDyU;xqUNyqDeuq,1477;-9924
8654,7103,eYzPb,nVwf3,2860,KbJ7v73;c6riU3B;ZP231K4,-581;-8832
8655,3175,S8S,s,-4061,0XZO8EHVN,6935
8656,8335,xNsvb,j0Dlmt9,-2829,wyOhpaaAwg,-6105;-34
8657,9669,8,hrZ8oVXR,-810,8Rsx9XUZwc;WGfghl6zsp;5bPbFYvK5y,4796;6583;-296
8658,-2537,s,xrCMdcqmKZ,132,N;K,-2903;-6043
8659,-6649,ftJv22lvS,BtC,9051,DNfhh2,-5945
8660,2993,m,jjC,-6462,O,-5978;-7452;7103
8661,-8994,38Du8yXN,9ckU,6647,jafUF;ZEUFl;GGy6w,-3411
8662,-1428,2f,v8g,-3747,lVAD;QDyC;xLD2,-2571
8663,6047,LOwnxFoX,hbHTA1IzR,3511,cQxOfDc,-6035;-6422;-8573
8664,-6841,aZDI,flZ,-4372,F;G;O,-940;-1391;-4946
8665,2258,q,E8MIydOoc,6119,uNP,4350;-4825
8666,1492,B,Zoda,-2326,f;O,-5312;-7684
8667,-4903,AMw,NfSNE,-5206,2TU55AXK,-4674
8668,1558,B,7EIHxkEy,-9837,zRPJtudm,-2949
8669,-9591,dDsW5S,bb,-1752,gN2MG;cUTNh,-3621
8670,1864,tfdlwXD,OYfRcmcU8,7935,dK;CS;tR,-1056;1516;-9646
8671,545,2N,PcIONNUWzr,1299,1TJt4Z;TIS3xt,7520;8260;6044
8672,-556,ZGzD4Wp,t5ajaD,-2959,agT,-2346;-1154;-8366
8673,8933,zh8zz7TLn,vjrrP,-726,1Gxgw,8132;-2497;-2575
8674,7137,9YG1Q,h,-8856,Z;X,-8948
8675,-1579,roSW51,Ii5Cq,-2541,XcAQq2QRP8;op6JDrjUUf;tHpZCar0pr,-5878
8676,-6849,A2SVB,hUHWs,2744,TdMI,3584;6113;-9568
8677,-5736,FRfh,dFo,9711,keWW,4199;-1952;-5303
8678,-7456,PcutPOD,YiPNgriM7M,-1708,sHq05;TRe2K;zDI36,-7950
8679,-3652,3,FRtxQ76,-3432,aQM;k2K;bgH,4680;-7009;2352
8680,6609,fjX25,eVyFIUU,4835,Gm;55;iC,-3655;-6591;-3751
8681,-5477,hJfbJQBRw,zoY2gREnv,8248,K8cx1,2610;9358;8613
8682,6555,izA,PRDxet,659,UWrP;q0EI,-2835;-5878
8683,-7527,ADXSjt9P2l,RgV5VSI,8787,g;P;s,6527;85;-2816
8684,-3785,5zFNui6ca0,4G4i,9171,39M6e0K;nRxLMxp;OVFWWoa,-2467;-4550;-2153
8685,-5052,r,qUNkZhJtK,630,HfY;EJW,-6289;-1024;3835
8686,9504,WE6,25C,3018,wLV7Axr7;106uLRd5;qT8U1N5v,-2279
8687,-9982,jsacOWtk8,hBe,3988,x;7;2,-8433
8688,-7334,Xfcd3N6,Ru,-1551,hxoV2;y9n2C;K35eN,-9321;-9017;-9290
8689,-3708,7Y7ZFKrJ,fySKxx8Dcm,2384,H2BBuepb;CYbON111;IohVt1SV,-2736;7561;-2629
8690,-4861,Uia,8h06kcr,-5498,o,6228;-883;5970
8691,5592,Zi,ygN7ETe,-6977,D0C4e;yihOY;VPFei,-9781;414;-8823
8692,-7872,Lf,618Y,871,IVO;nBL;JJN,910
8693,-582,FNRO,o4fii,-9020,b;a,2940;7594;518
8694,-6749,QL,AT,2066,fqUKLXqnV;KgkZh5fs0;ziPKGFVyc,8117;-4183;-425
8695,-606,MZFBhr,alSh,-5991,J;i,-6942;-8239;4400
8696,5757,elQwE,7ffUY7E,8377,4B;fm,-5354;-5944;9142
8697,-8427,p9G,Cbv22NGB,-1732,xX;us,1022
8698,8809,HTEZ4hH,y18a,4519,kyI83B;sJviaa,194;-876;-8651
8699,5672,CaoKnl9,TPUPMC,-4637,B,5147;6359;4581
8700,1083,PYKE,00uc4j7,8502,Aby8O;URbqi,-4193;-7959;-4010
8701,-4233,6av,oJJJYXCJ9m,3102,Lph;td4;yRJ,-4310
8702,6578,d,J,-5432,Z199ZDW;qkD0oee;AlDM1pk,-5377;-5333
8703,-274,h4huATw,U7Xq,2375,5Ux,-9190
8704,-9491,djHs1zjIAw,byBudn7cC,5030,4BU;Si9;BkS,6614
8705,1602,tPb,C9E,5756,KC17B;U8Jsa;Nni6E,6161
8706,-4074,gl,5hL,9241,51;pm;sb,-3668;2440;-1067
8707,-6804,cHq,ewT9C7Y3,-6876,zu;Qk;kU,-8961;-285;8945
8708,-1248,BC,XqIMdxY,6585,L5gEFO,7900;-4023;-8010
8709,1424,Yxh,YtNXhR0,4947,2Gaq59Qa;vUG7KmsC,-1596;9106;6406
8710,3895,H3sVb4Rnr,4VNMuwE9ws,4438,IOj5xcgS;M5X0MWgQ,-6727
8711,-1332,lUwT,I,5615,RYHO;LRBf;53L8,-2188
8712,-3685,gGGGN3,B0BLt2T,5432,1n2K03U,-4782;1606
8713,-6815,m,5haNSkGc2,7943,oJMG0uhK;e7pyOyXy,6845;-447;7329
8714,6928,6KvV2TPk14,9AdFnelLL,1081,MxA,-739;-1725
8715,-9919,kf,N7ef,3090,o;E,5610;2676
8716,-5255,Tm,BpB,-5966,ppbPri;tGdkZA,-7799
8717,-7924,LrVeHMsmw3,GMHJHt,8335,CQtmQlMC;Z2MWp25P;gGyD2OMV,7732
8718,-3404,S7,JVmy7EFc,6517,6Fet,8393
8719,-781,V,MMCjZJ,4386,2Zq3;fq0c,-5187;1476;4801
8720,9310,oQKMNTLpW,mgYdIkzi,-4923,CYFiGiJgs;jUTj07vP6,-5618
8721,-4620,97,sWJzdCJ0,4706,vIzXZ8w,-7389;3303
8722,-9029,6ECniGwt,1ALfu70IRO,8196,pj,3249
8723,3235,ejQ,iKKMz,8488,KKjqIoF1In;NVFtxmyf0M,-5444;-8876
8724,-7868,eey,YF,9369,xObNUUJX,1821;4519;9099
8725,-1515,u5sv,CRtOlI,3954,YHEbVA,-5077;-5876
8726,8974,3lE2cA,HT,8103,t,-8176
8727,4366,5GclUkFB,o,7570,iTorW;9zucr,2816
8728,7560,01Fm,nYPaWJpkVt,5848,VHuY;uiAO;tzZc,7917;2149;4333
8729,-6720,4drQZwqlC,kCIaxomTbF,-2180,LyX8org,-7021
8730,7041,dsUGcF,odgCtjZH3,-5653,5;A,-9720;-1151;-9747
8731,-7812,kBLNT1Yp,5scCqT,-1397,J36omD,8539;-3179;9040
8732,-1070,R,ninC8cJ3y0,560,FR6nij,2764;1219;-1693
8733,2741,FM6VTtbM,MwP,3712,Enau;pLMj,6926
8734,-167,X,Hh75jqqv,-8560,FrAwB,3509;8133;-8784
8735,4224,RI7,mKy,-2920,t,6822;-6906
8736,5310,C,coqcfcbp1,8662,5S;2q,1008
8737,-1028,SQ38,PpIHTA3a,-8002,WhwS2VSJr;ZaEJicqfT;qvlEiUTY3,1581;-9829
8738,6009,Pw,xswG9fbiKz,3204,Y;w,3403;-1051
8739,-6175,6cFY7,hRC1c,1922,Xc7f,-748;5895
8740,2335,DORDCuif,ClS,7832,0G;kr,-8821;7071;-9367
8741,5259,Lv4A4WWF,TjNT,1986,ylZtX;gim8E;QWFwJ,-3414;5141
8742,-3652,cm,R,6146,cVD5S2aYDO;CDSoTNBqBu;83zik7vhTE,9285;7764;-7607
8743,9450,UQCdOIxs,tOpJ,-1318,qifDb,-8165;3629;9054
8744,-34,tFtauQ9,a9BWBQzm,-4088,BIJ4YZiujg;SdYWx2MLRu;03fpYAOON5,-8153;-8442
8745,7920,o,k,3411,robdMnt8x4;bWbnaiEf74,-3782;6675
8746,-9477,VW0DlJRF,A,-5402,8SBzZhgzz,-2458;-6798
8747,6230,Q,OlkA,633,E1g;xcc,2304;-4776
8748,-6261,KT6,IR4c3c,-3837,k6wq84Nu;iBqoFgTh,-6234;-599;-8768
8749,-5217,djRQh4b,i,-7259,zyeZY;yY3dU,3666;-2731
8750,-6067,z,O8rPqK,-3549,hTUv,8442;-3864
8751,-3057,RM,xUxG,-2334,wHBChcdP,1004;2452
8752,3575,klQIGZwud4,t,2280,G1BPNTNv0,-7434;-1750
8753,2734,EiCHxuvh61,OzG,-2613,6,-4246;1051;-9368
8754,-6202,PIw,4y9WkeeG,7453,0j0NRd0h6;dE2vCskNf;CdclpBVJ1,-7994;-2789
8755,-6863,QtF,KHI,-3525,V8ehBiD1y;F2qHwZ4VJ,-189;8551
8756,-3701,LiwDb4Iu49,FcIF3pj3iQ,5573,Dh4S6wFqm,-4039;-1507
8757,-1787,3,JVZ7gMd8,-1672,Eu,-434
8758,-8732,pMUj5FKQtL,Prd,-342,kte8ya;JMBXNM,-373;-5820
8759,4908,tPg,6NFt,2731,iLAN;0Cr9,-1568;4282
8760,-3324,YTVsqa,g,68,jVaQxyB6Zt,7543;-1350;6802
8761,-927,UxX52k,Xcr,2981,LB;A0;Fp,-8113
8762,9749,ly,5T1,3610,DccJE9ssYm,4089;2692
8763,8969,glCVKpDaRl,8h,6372,CW;Z0;wc,-5045;-3468
8764,-1396,EDSQnsVxA,z,-2714,eIfh;7lr4;VVNd,6899;4683
8765,1516,kF,9zmMU7iu,6310,IKdxNpM;nx407I4,8356;-7774;-1651
8766,5478,DyFY,VPITL,-6327,jf;Ho,-5170;537;-9433
8767,-6373,RI,9nzVCbmO,221,4ezrTetx6P;M0i64XkLJc,-1646;8140;-9104
8768,-3189,zY,AHGeT,419,0g,252;5213;5811
8769,-3281,BYOaNciTBP,VkGmUEtU,-3716,5FmCo0qYFL;QT61RhCo5l,-4519;3766
8770,-8849,3,r7aKiTn2h,7535,9dY7;ZfX9,9369;3418;-789
8771,1441,S7lTKu6,enq,-8926,1zVpKoa7VA;OLlwgMK4iY;oi4w8j7to9,-4648;-9021;6112
8772,-3285,GAIWPQA26e,kCD3k,2153,SbEgxInoI;sl7dtxIz7;gxMMPSCXF,-7371
8773,-7547,wuAWc5,tyCyhFc,-4351,49D15V8,9293
8774,-7704,fh1yK7m,ibecztr,9963,5GICHQ4V;PtHfeiPX,5194;3707
8775,-6785,ylo,ur48R5P,9500,Iz3kd3;bGJYi7,-8212;-2225;-2452
8776,-6465,bMj,2sEf9Smxjr,-4993,tGZhsf;NSsXqd,-7505;2730
8777,-9970,EKfX,NB2K,732,fg2SGyF,-7263;-7763;2846
8778,-856,q6yh9w,hAkIQn6NeX,-3682,la;zK,2155
8779,7960,vphG,UXKNY7dk,8172,a3iqpn;PctIWN,-5311
8780,-1583,liawDU4J,Cc,9023,01scX4xvE0;7xnnkTSS72;BysF5q699Q,-7394;3823;5586
8781,-8972,wYneQtuUjJ,YJ,2739,PTW3EeXBD,-5726
8782,-8317,z8WvTS,StpR49qV,-5701,3sivx,-5997;1325
8783,8281,01u4IH,3Huj,6706,ILNwZXMcY,7385;7442
8784,243,xOpKF,c4YlrNf,-354,8Swj;mEo8,-5297;-7497;9057
8785,-730,0toMF9aY,xbLmzK8BS,4080,um;mU;Xt,1409
8786,-316,MRobx,k67CutJpLw,8200,CKl5UdO4l;a87pEXuSV;27vGP1jAl,5246;6571;2961
8787,-9169,WhIF,EB5o,8218,D;Y;t,3732;-1781
8788,-9736,6,Nxp,4155,ZO6648;dOvsiZ;C8Pdyt,-1777
8789,-4624,ScjPR5SY,PR0Wv7PWx,-1328,MOq7qa0I,8107;7689;1277
8790,8451,zlE,YQRp3fy3,-628,4EXiYtzB2;Hiyrypvmc;ueMgahHae,-5674;-7076
8791,-8131,4,YMoF,-6883,mmPr30JG1;ejDeGk8Ux,2585
8792,9470,iy,bU7hnA7SXd,3753,pJDZPUAm;oIqSGiTA,-4082;7835;2299
8793,-6276,A,acwo6V7Rku,1993,1f;4s;Yw,-3451;-3921;-6186
8794,7897,tBxnf,gmsDx,8591,VhRo,-8264;2558
8795,-1384,Ga9hRh7or,ZOmB,-321,0vrqADeV;3bjm6BWq;7UrMrrZg,-7832;-8959
8796,6410,bHl,cWU,3070,8Et7QmOLtw;flA3JH9bqB,-292
8797,-6822,lj6qWu1mQM,gui4D,-2794,O3zX9UO8;xzjiWV2k;vwcy1bvJ,8292;-1714;-5460
8798,-6650,OI,omfVEPKN,5459,mI;bi;Pa,5197
8799,-8224,2n,9EfrOeHIjf,5034,DMQZ80;M4tRoD,3436
8800,6862,k2x,XqY,-2627,DNxNwZyKdb;727SCePiSO;OKxYyXuRff,-380
8801,5628,lZ7a,XksJ8Nhb,-2223,K,-4123;-6881
8802,5246,8,aiOe,8808,swkB,6568;9905
8803,-476,Qu,TFt6uYl,5620,KA7Jr,2077;4429
8804,1846,pEtyLcr,0u1A,-628,iC;bX,-7158
8805,-2117,Cjb2,l4qD,-6403,8,-3494;-7603
8806,2049,oxUHtrZoBM,gJeUml,4219,Cjzo;vaK5;kYcr,752;-9742;-7896
8807,8355,M,ygeEp9V,-7324,ZK8gq8RL7;jGwsAOIsf,-3923
8808,-9149,ix,6i3,4692,Ik,-1304;4708;-1476
8809,5027,hGa,I,1715,x33I,9221;-7257
8810,-524,K7,hySu1c,-7954,GFYMZZeQa;GvfEYnRMi,8450
8811,20,jEzZukt,g,-191,hBwIvuic;YC3ENXgQ;JBG3Ww8o,4173
8812,597,kWz,Twc2,5251,gUG8nxzpuo,-2977;8566;9449
8813,-2049,XqzjxV,W2THfobt,-9224,9bbGsUVu,8801;-1213;-3287
8814,2363,fMm,FTgYQxTJZ,-4883,F;x;T,2994;149
8815,4011,sO74Lpb4,GDY6xIqQB,232,W,-3618;-9598;-7923
8816,-9902,hzVTGSS,U3zLkm9,3525,p9Y;lq3;cYh,-8739;9638
8817,198,4LGXGTtJMW,HGK,-7939,tarvnXgR,855
8818,-6457,ZAnqfr,TmR9IB,1172,JV;uY;3R,6276;-9638
8819,-4415,xysNsmJ,0M06BWpr,-9664,lFT;yE5,-6761;7132
8820,-7,hYkaTAhG,GvD,4988,N;j;f,8639;9949;9527
8821,-5727,driH0mA,Mr9,-398,eg1xCl;4CPOw8;SZNoCX,8463
8822,27,mF25stzVb,pF,5581,Zc1uy;ZXF5P;ltkfE,-2023;748
8823,-8177,AHosj4H3,3SlbbRBGyg,-3693,aXeNYjm;m9Slg2A,1667;3601;2014
8824,8367,WMfL,hW,1331,8qs0wHvc,-3555;-9556;8059
8825,2547,w,uFk8yftzFv,-8954,yhPY1qXy;vpdhMoKt;PNoxpJqH,380;5025
8826,2603,4BufdCGeh6,bh6o7T,3156,5Vtz;D12c;FiVr,-1186;3761;7478
8827,5314,LZTQUZ6,ump0uc,-5844,HMYnQ;nP6LW;G2nQi,9186;-7105
8828,-6739,FPfVOv1y,CcNcrEbWN,-1733,3gZe93jrX;5ehgJ2tk3,4176
8829,6405,3kK0yo,fA1HDrUPrN,-5176,Wm,-2109;2660
8830,5681,yJG4hVXWRz,l9F8y,2474,wfJMuR;Csejto,2344;4635
8831,-3984,bcy,DhgVMRi,-4787,3YwZqdz;rfqqJDK,-2204
8832,-1820,mirszxoo9,eUA3okkzq,7692,U,8339;-3221;4053
8833,1160,bjV,rXR,896,N5CJR6s;l1OX7hv,-6858
